Bike,Description,Price,Year,Location,State,Listed,Source,Link
CR250,2002 Honda Cr250Honda cr250 Great bike Has the following done to it... Cycra handgaurds Odi grips Folding levers Renthal Fat Bars New clutch cable Oversize tank (comes with stock tank) New seat cover Crf front fender and number plate VFORCE reeds Keihin [...],"$3,100",2002,Whatcom,WA,08/08/17 3:07 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b1961e6d5775d0b0b1081150f22d95ab)
250XC,"2006 KTM 250XCSelling my old bike. Still in great condition, ready to race.. Have 40hrs on new piston. Many upgrades like: - oversize gas tank (great for full day of riding 3.8l) - rekluse clutch - full fmf exhaust - race tech fork springs - custom seat - [...]","$2,300",2006,Schaumburg,IL,08/10/17 1:07 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b273d5dfd4ba445700aefd651a890012)
RM125,"2001 Suzuki RM125 RM 125 GreenThis Suzuki RM125 has fresh rebuild (have receipt from local shop)- hasn't even been thru full tank gas yet. New rear tire/tube, plastics good & not faded, ProTaper bars & FMF Spark arrester. Bike sitting as kids off doing other things & don' [...]","$1,875",2001,Sacramento,CA,08/11/17 2:58 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b285a9f54ea9e631e80f9975f3be4a93)
YZ125,"Yz 125. 20052005 yz 125! Rebuilt the top end. Included fmf fatty and a fmf titanium power core 2.1 silencer. GYTR chain and sprocket set up. New dunlop tires, New kx high pro taper bars, and new front,back, and side ufo plastics. Changed all fluids. It has [...]","$2,200",2005,Yacolt,WA,08/10/17 7:36 pm (23 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b33bb7371ced944da11d056a0775edc7)
KX125,2003 Kawaski KX 125Fantastic bike. I would like to sell for school. The bike has a new carb jet kit (jd Jetting) recently rebuilt and new clutch. I also fitted a FMF Fatty pipe and WOW. I tried to keep as much of the bike stock so that somebody could easily make it the [...],"$2,700",2003,Hood River,OR,08/07/17 4:51 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b351c788b77c2bfaa65a769830ef89b6)
CR500,Honda CR500 1987This Cr500 is in great shape with little usage in the last 20 years. Selling it for my Dad he has medical stuff going on. This animal of a bike started in 3 kicks. This is a beautiful machine must see. $4000.00 obo.,"$4,000",1987,Everett,WA,08/08/17 12:43 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b4957137dfee23aca2354be793e8327d)
CR500,1986 Honda CR5001986 Honda CR500 in GREAT shape! Runs like a champ! Straight out of the procircuit 1800-collect days. Yea if you even remember that sorta crap. IN EXCELLANT SHAPE! Bran new water pump/clutch cover. Rebuilt under 50hours ago. She's fresh fresh. No BS [...],"$2,400",1986,Englewood,CO,08/10/17 3:34 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b5833aabcad6d71dd4331b34610973f8)
RM250,"Dirtbike RM250 SuzukiSuzuki RM250J Dirtbike in vbery good condition, Starts and runs but could use some carb tune up, Aftermarket exhaust and muffler, 2 Stroke 5 speed. $ 1450 Cash OBO, call or text","$1,450",NA,Topeka,MO,08/07/17 7:01 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b58bfff461f73582846bfc5b182bb7c7)
YZ250,"1994 Yamaha yz250 **reduced**1994 Yamaha yz250 needs nothing ready to ride. It has new forks, rear adjustable shock, full exhaust and silencer, tubes and tires. Comes with stand.","$1,250",1994,Red Oak,TX,08/11/17 1:43 pm (5 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b5e4105ee11f4e58b1a584ac2773f99f)
KDX 220,2001 Kawasaki KDX 220R Dirt Bike - Tons of New Parts2001 Kawasaki KDX 220R This will be a great woods machine! I spent a considerable amount of money and time making this bike the perfect off-road machine. Unfortunately due to traveling for work and family stuff I haven't ridden it much. New/upgrade [...],"$2,500",2001,"Fairbury, IL",IL,08/11/17 3:49 pm (3 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b5e683d1f2effea6a43571f663d99ce8)
300XC,"1995 ktm 300 mxcVintage mxc, strong running,all vitals freshened up,over 500$ in extra nos parts, extra plastic set...","$2,200",1995,Waterford,MI,08/11/17 1:28 am (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b6a867371c2e02a09dd960cb0ad4e9b9)
YZ125,YZ125My pride and joy. This bike is immaculate. its a 2005 that i bought as a project and now that its done im ready to move on. List of upgrades/repaired parts include: 1. Brand new ARC Levers (black) 2. Brand new Mika Metals handle bars. 3. ODI lock [...],"$3,000",2005,san jose south,CA,08/08/17 6:33 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b6f6b933dd1813f01270e451026c762f)
CR500,"1996 Honda CR 500I bought it new in 1996, so just one owner. Clean title in hand. Permanent green sticker status. It's been sitting in the garage for about 10 years, so I would say relatively low hours for the age of the bike. -Custom suspension upgrades front and [...]","$2,300",1996,Long Beach,CA,08/11/17 2:01 pm (5 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b727ff54ed57e4b3903314751b33f36d)
YZ250,2002 yamaha yz250runs good,"$1,000",2002,lancaster,NC,08/07/17 7:26 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b786edd3112694379fd5db61d7381f70)
CR250,"2003 Honda cr250rHonda Cr 250 Runs and rides well, could use a $40 carb rebuild kit, leaks fuel when bike isn't running with fuel on Sold with bill of sale only $2300 Yamaha Suzuki Kawasaki ktm Yz rm kx sx yzf rmz kxf sxf Cr250","$2,300",2003,Harrison twp,MI,08/09/17 4:29 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b79452b95137a5e9a5370c3e60ef20be)
KX125,"Kawasaki kx125I have a 1990 KX125 brand new rear tire and tube, Bike has oversized tank for longer riding time. Runs great fast bike. Only reason I am selling is because its to tall for me and I can't reach the ground, Clean and notarized title. Contact Machelle 9 [...]","$1,200",1990,Morristown,AZ,08/08/17 12:56 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b83109801734c65c2f2efb87dd3479f4)
250XC-W,KTM 250 XC-W (2006)This bike is in great condition both mechanically and cosmetically! The bike has been well taken care of and cleaned after rides and has been serviced at the proper intervals. The bike is ready to race! The bike is consigned to ProLine Motor Sport [...],"$2,799",2006,Loganville,GA,08/10/17 5:18 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b85b92b9f2bfcadaa4ae86496db92127)
YZ250,2013 yamaha yz 2502013 YZ 250 LOOKS & RUNS GREAT ONLY $3500 CALL show contact info,"$3,500",2013,Orlando,FL,08/08/17 2:22 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b90d24543e53381d580e67cf2fc885a0)
KX250,"91 kx250 2strokeLooking to get rid of my current bike to move on to another project. Runs okay need a bit of tuning, fresh top end and new plastics! Easy to start. Will have a set of tires to go with as well. Has a light bar for a headlight 1500 obo","$1,500",1991,Littleton,CO,08/08/17 2:26 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/b9d9b98908e23a1cdad172f4559d9fab)
CR250,2003 CR250R Excellent ConditionI have a very nice Honda cr250r 2003 model. It has many extras and has always been meticulously maintained. You won't find a nicer cr250r anywhere. These are getting hard to find especially in this condition. Please call or text for more information. [...],"$2,400",2003,Manchester,TN,08/07/17 9:28 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ba637a5be96b5e9679a3c8603e7191b3)
CR250,Cr 250r Honda 2003 CLEANEST CR250r around!!2003 Honda cr250 I've owned this bike since 2006 Fresh top end with weisco piston zero hours on it Asv c5 levors Fmf fatty and silencer E-line pipe guard V-force reeds Works radiator guards and braces Black wheels Also have these new parts f [...],"$3,200",2003,Oregon City,OR,08/07/17 8:24 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/bac30095fabbfbf00cd2ae8f1203fc28)
YZ250,"Yamaha YZ 250 2003FMF Pipe and Silencer, Factory R&D Triple Clamps, Renthal Bars McGrath Bend, Renthal Sprocket, Nicoll Racing Suspension, Tall seat, ASV levers. Need it gone asap! Hasn't been riden in 5yrs! Your gain is my loss. Bike is fast. Race gas only! $1500 [...]","$1,500",2003,Vista,CA,08/07/17 1:53 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/bb3656c364b3c51865881b71e1653b6d)
CR250,"01 Honda Cr250 street legal titleClean cr, has been well taken care of. Tires are 80% -Clean street legal title in hand -fmf gold series fatty -fmf power core 2 -O ring chain - aluminum radiator guards Will only entertain reasonable cash offers. Will only trade (with cash of c [...]","$2,000",2001,Dresden,OH,08/07/17 3:15 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/bcad2a0f052ab758aadfe7f2f84be6d5)
YZ125,"YAMAHA YZ 125 2002Runs great , fresh rebuild , has a lot extras ask 1400 obo","$1,400",2002,Shakopee,MN,08/09/17 3:02 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/bd0a10cbc1708b3aa035131f786d3918)
CR125,"02 CR125 OBOLooking to sell my CR125 Has newer sprockets New Mika handlebars New seat Newer plastics I just never ride it anymore and and freeing up some space in the garage. I have some extra tigress, pants, jerseys, socks, and boots that I will throw in w [...]","$2,200",2002,Meridian,ID,08/07/17 5:15 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/bd900a1071787d6716cfb1b2a36bc865)
CR250,2002 Honda Cr250Honda cr250 Great bike Has the following done to it... Cycra handgaurds Odi grips Folding levers Renthal Fat Bars New clutch cable Oversize tank (comes with stock tank) New seat cover Crf front fender and number plate VFORCE reeds Keihin [...],"$3,100",2002,Bellingham,WA,08/08/17 3:28 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/bf112c365d3dc245686634cf1fb6c371)
CR250,Honda 2002 cr 250 racing bikeFastest bike you will have. Many upgrades call show contact info or show contact info Hurry for it is gone !!!! 2700.00 or reasonable offer,"$2,700",2002,Tampa,FL,08/10/17 4:25 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c025a4ce5c4a32806a37c424990b76b2)
YZ125,"2004 YZ 125Up for sale is 2004 YZ125. Starts right up, just recently tuned and cleaned carburetor. Engine and gears runs well. Great bike to purchase. Title in hand. Asking $1,500 OBO, feel free to text me at show contact info","$1,500",2004,Bonita,CA,08/08/17 8:05 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c061a03b303c840ae3b4b051c5a2f7e3)
300XC,"2015 KTM 300 XC2015 KTM 300 XC - Second Owner Aftermarket Parts: KTM Powerparts FMF turbine core 2, FS approved spark arrestor. Suspension sprung one size up for heavier rider. (Comes with old springs) Tusk Aluminum clutch cover. SXS slide plate. JD Jetting K [...]","$6,700",2015,Auburn,WA,08/07/17 11:40 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c097af0f1b27c7d2fdeb2f9af1260715)
CR250,2002 cr250Very clean and runs great. Asking 2200 obo. Trades are an option if interested.,"$2,200",2002,Almont,MI,08/11/17 2:47 pm (4 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c1999be16e105adec64d32f5519b7a06)
CR500,"Honda Cr5001990 Honda Cr500 New top end Pro circuit pipe Renthal bars Desert tank Original tank New tires Great condition Clean title 623-4ONE4-2ZERO64 Trade for 4x4 , Dyna , Harley , fxr Can add cash","$2,700",1990,Peoria,AZ,08/10/17 3:03 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c2164ad37b733535140fa08965fc8a85)
CR250,2002 CR250R - Green StickerWell taken care of CR250R with lots of extras. Extras include: * RG3 Race suspension * G-Force 3 reeds * ASV unbreakable levers * Pro Taper bars with brand new Pro Taper aluminum throttle tube * Digital RPM and hour meter * New throttle cable [...],"$3,000",2002,fremont / union city / newark,CA,08/08/17 12:02 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c26c6acd6bfaa689284f1868e5742499)
YZ125,"Yz 1252002 Yz 125 won't start not sure why has a LOT of aftermarket parts Enzo racing KYB shocks with push button air bleeders, pro taper bars, full fmf gold edition exhaust and silencer, etc.",$950,2002,"Savannah, Tx",TX,08/09/17 2:25 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c2879c0840f957e384f7e4e0ab854abd)
CR250,97 CR250R1997 Honda� engine displacement (CC):�250� fuel:�other� transmission:�manual� 1997 Honda CR250R 2 stroke dirtbike Faster than your friends 450... Thing is a monster. Just had cylinder replated by Millennium Technologies. Have all receip [...],"$1,800",1997,SPARKS,NV,08/11/17 5:10 am (14 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c2f28648c843e77ba4d27a9b1b9527d0)
YZ125,99 yz125 very nice bike OBOSelling my very nice 1999 yz 125 Runs and rides great. Starts first second kick everytime Bikes ready to ride Needs nothing but a rider Full FMF exhaust system (jetted perfect) New sprockets and chain Tires in great condition Plastics in perf [...],"$1,600",1999,Almont mi,MI,08/07/17 2:32 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c2f3230e2f32f03dbb2fca7f5b8d7f01)
KX250,2017 KX 250Kawasaki KX 250 for sale,"$7,000",2017,Irvine,CA,08/07/17 8:59 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c4b5404ec5863b05372a73af12e203bc)
CR125,2002 Honda CR125I have a nice 125 for sale or trade. My boy wanted a CR and it wasn't a good idea for his first bike. He came off of four stroke atv's. He is having a hard time with the way a two stroke needs to be ridden. I am open to trades but they have to be wha [...],"$2,500",2002,Grain Valley,MO,08/08/17 1:30 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c4c7488e3e15d17695f62335dc3f2346)
300XC,"2004 KTM 300 MXC2004 KTM 300 MXC, great bike, fresh motor, extra seat, 2 extra tanks. $2200, 661-212- four three one six.","$2,200",2004,Mesa,AZ,08/11/17 1:15 am (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c4daba5d03f2a25dbf734e8d429d909f)
RM250,2007 Suzuki RM 250 Z Dirt Bike For SaleI have a 2007 Suzuki RMZ 250 Z 4 Stroke dirt bike for sale. This bike is extremely clean and very super fast dirt bike. This bike is not for the light hearted person so if your looking for a bike that is super fast then this is the bike for you. Has [...],"$3,200",2007,"Willamina, Oregon",OR,08/10/17 8:09 pm (23 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c4df6747dbb9e565e3464581598bbcb8)
300XC,13 hrs! KTM 2017 300xcReally nice and ready to go!,"$7,999",2017,Rio Rancho,NM,08/07/17 10:51 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c4fdfa07748096aefbf72ccc33f20281)
CR125,2002 Honda cr125Its in very good condition. New rear tire new top end. Oil change every ride. Runs like a champ starts up every time. Need some money so I'm letting it go.,"$1,800",2002,Port orchard,WA,08/08/17 7:50 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c51319f9de64b6b39dfd36bdcd057fc5)
CR250,1996 Honda CR250Bike runs great was recently serviced new tires new chain new clutch cable top end.. fork seals.. ready to ride Super fast Two-stroke green sticker with pink in hand If it's posted it's for sale,"$1,899",1996,Santa Cruz,CA,08/09/17 3:13 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c548d38c994ce4f214ebbb6efdc57a2c)
YZ250,"99 banshee built for sand& 99 yz250For sale or trade sweet banshee with title, has a bunch of stuff done to it built for sand. Has paddle tires that come with it, twist throttle and kill chord if things get weird. Also have a 99 yz250 that has been rebuilt with tons of new stuff on it [...]","$3,500",1999,Bonney Lake,WA,08/07/17 2:33 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c5a5439fd0d50baf023b72a152d12685)
YZ250,"2001 YZ250 2 stroke2001 YZ250 2 stroke, runs great, VGC $1250","$1,250",2001,Saint Charles,IL,08/08/17 3:13 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c5c7b6a52fa07bf61c06b178d69572ff)
YZ250,"2015 yz250 low hours all origOriginal owner. Bought new from Berkeley Yamaha in 2015. Installed fmf spark arrestor and skid plate. Paid it fully off last week and pink slip should be arriving anyday. Looking to buy a new yz450f. Original tires, hour meter installed before first [...]","$5,100",2015,concord / pleasant hill / martinez,CA,08/07/17 7:51 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/c6137a0e0196ddf3b24a39d95f960fd4)
